"";"obcina";"leto";"spol";"stevilo.umrlih"
"3325";"Sevnica";"2018";"M";112
"3326";"Sevnica";"2018";"Z";131
"3327";"Sevnica";"2019";"M";113
"3328";"Sevnica";"2019";"Z";131
"3329";"Sevnica";"2020";"M";113
"3330";"Sevnica";"2020";"Z";156
"3331";"Sežana";"2010";"M";82
"3332";"Sežana";"2010";"Z";75
"3333";"Sežana";"2011";"M";58
"3334";"Sežana";"2011";"Z";63
"3335";"Sežana";"2012";"M";62
"3336";"Sežana";"2012";"Z";72
"3337";"Sežana";"2013";"M";66
"3338";"Sežana";"2013";"Z";67
"3339";"Sežana";"2014";"M";75
"3340";"Sežana";"2014";"Z";81
"3341";"Sežana";"2015";"M";69
"3342";"Sežana";"2015";"Z";60
"3343";"Sežana";"2016";"M";81
"3344";"Sežana";"2016";"Z";95
"3345";"Sežana";"2017";"M";66
"3346";"Sežana";"2017";"Z";77
"3347";"Sežana";"2018";"M";68
"3348";"Sežana";"2018";"Z";71
"3349";"Sežana";"2019";"M";60
"3350";"Sežana";"2019";"Z";78
"3351";"Sežana";"2020";"M";86
"3352";"Sežana";"2020";"Z";101
"3353";"Slovenj Gradec";"2010";"M";57
"3354";"Slovenj Gradec";"2010";"Z";56
"3355";"Slovenj Gradec";"2011";"M";64
"3356";"Slovenj Gradec";"2011";"Z";64
"3357";"Slovenj Gradec";"2012";"M";70
"3358";"Slovenj Gradec";"2012";"Z";74
"3359";"Slovenj Gradec";"2013";"M";72
"3360";"Slovenj Gradec";"2013";"Z";73
"3361";"Slovenj Gradec";"2014";"M";67
"3362";"Slovenj Gradec";"2014";"Z";65
"3363";"Slovenj Gradec";"2015";"M";65
"3364";"Slovenj Gradec";"2015";"Z";64
"3365";"Slovenj Gradec";"2016";"M";82
"3366";"Slovenj Gradec";"2016";"Z";66
"3367";"Slovenj Gradec";"2017";"M";72
"3368";"Slovenj Gradec";"2017";"Z";63
"3369";"Slovenj Gradec";"2018";"M";66
"3370";"Slovenj Gradec";"2018";"Z";55
"3371";"Slovenj Gradec";"2019";"M";76
"3372";"Slovenj Gradec";"2019";"Z";64
"3373";"Slovenj Gradec";"2020";"M";94
"3374";"Slovenj Gradec";"2020";"Z";85
"3375";"Slovenska Bistrica";"2010";"M";105
"3376";"Slovenska Bistrica";"2010";"Z";79
"3377";"Slovenska Bistrica";"2011";"M";104
"3378";"Slovenska Bistrica";"2011";"Z";92
"3379";"Slovenska Bistrica";"2012";"M";99
"3380";"Slovenska Bistrica";"2012";"Z";78
"3381";"Slovenska Bistrica";"2013";"M";129
"3382";"Slovenska Bistrica";"2013";"Z";80
"3383";"Slovenska Bistrica";"2014";"M";96
"3384";"Slovenska Bistrica";"2014";"Z";90
"3385";"Slovenska Bistrica";"2015";"M";133
"3386";"Slovenska Bistrica";"2015";"Z";101
"3387";"Slovenska Bistrica";"2016";"M";104
"3388";"Slovenska Bistrica";"2016";"Z";99
"3389";"Slovenska Bistrica";"2017";"M";117
"3390";"Slovenska Bistrica";"2017";"Z";102
"3391";"Slovenska Bistrica";"2018";"M";145
"3392";"Slovenska Bistrica";"2018";"Z";97
"3393";"Slovenska Bistrica";"2019";"M";116
"3394";"Slovenska Bistrica";"2019";"Z";99
"3395";"Slovenska Bistrica";"2020";"M";128
"3396";"Slovenska Bistrica";"2020";"Z";136
"3397";"Slovenske Konjice";"2010";"M";60
"3398";"Slovenske Konjice";"2010";"Z";67
"3399";"Slovenske Konjice";"2011";"M";52
"3400";"Slovenske Konjice";"2011";"Z";65
"3401";"Slovenske Konjice";"2012";"M";68
"3402";"Slovenske Konjice";"2012";"Z";77
"3403";"Slovenske Konjice";"2013";"M";57
"3404";"Slovenske Konjice";"2013";"Z";68
"3405";"Slovenske Konjice";"2014";"M";68
"3406";"Slovenske Konjice";"2014";"Z";54
"3407";"Slovenske Konjice";"2015";"M";59
"3408";"Slovenske Konjice";"2015";"Z";69
"3409";"Slovenske Konjice";"2016";"M";70
"3410";"Slovenske Konjice";"2016";"Z";69
"3411";"Slovenske Konjice";"2017";"M";74
"3412";"Slovenske Konjice";"2017";"Z";66
"3413";"Slovenske Konjice";"2018";"M";63
"3414";"Slovenske Konjice";"2018";"Z";73
"3415";"Slovenske Konjice";"2019";"M";73
"3416";"Slovenske Konjice";"2019";"Z";68
"3417";"Slovenske Konjice";"2020";"M";71
"3418";"Slovenske Konjice";"2020";"Z";61
"3419";"Sodražica";"2010";"M";8
"3420";"Sodražica";"2010";"Z";11
"3421";"Sodražica";"2011";"M";9
"3422";"Sodražica";"2011";"Z";6
"3423";"Sodražica";"2012";"M";9
"3424";"Sodražica";"2012";"Z";1
"3425";"Sodražica";"2013";"M";8
"3426";"Sodražica";"2013";"Z";10
"3427";"Sodražica";"2014";"M";9
"3428";"Sodražica";"2014";"Z";7
"3429";"Sodražica";"2015";"M";11
"3430";"Sodražica";"2015";"Z";12
"3431";"Sodražica";"2016";"M";13
"3432";"Sodražica";"2016";"Z";8
"3433";"Sodražica";"2017";"M";12
"3434";"Sodražica";"2017";"Z";13
"3435";"Sodražica";"2018";"M";7
"3436";"Sodražica";"2018";"Z";7
"3437";"Sodražica";"2019";"M";7
"3438";"Sodražica";"2019";"Z";10
"3439";"Sodražica";"2020";"M";16
"3440";"Sodražica";"2020";"Z";8
"3441";"Solčava";"2010";"M";1
"3442";"Solčava";"2010";"Z";0
"3443";"Solčava";"2011";"M";2
"3444";"Solčava";"2011";"Z";3
"3445";"Solčava";"2012";"M";1
"3446";"Solčava";"2012";"Z";5
"3447";"Solčava";"2013";"M";0
"3448";"Solčava";"2013";"Z";2
"3449";"Solčava";"2014";"M";3
"3450";"Solčava";"2014";"Z";4
"3451";"Solčava";"2015";"M";3
"3452";"Solčava";"2015";"Z";1
"3453";"Solčava";"2016";"M";3
"3454";"Solčava";"2016";"Z";2
"3455";"Solčava";"2017";"M";5
"3456";"Solčava";"2017";"Z";0
"3457";"Solčava";"2018";"M";4
"3458";"Solčava";"2018";"Z";0
"3459";"Solčava";"2019";"M";3
"3460";"Solčava";"2019";"Z";3
"3461";"Solčava";"2020";"M";2
"3462";"Solčava";"2020";"Z";2
"3463";"Središče ob Dravi";"2010";"M";13
"3464";"Središče ob Dravi";"2010";"Z";7
"3465";"Središče ob Dravi";"2011";"M";12
"3466";"Središče ob Dravi";"2011";"Z";10
"3467";"Središče ob Dravi";"2012";"M";11
"3468";"Središče ob Dravi";"2012";"Z";11
"3469";"Središče ob Dravi";"2013";"M";10
"3470";"Središče ob Dravi";"2013";"Z";12
"3471";"Središče ob Dravi";"2014";"M";15
"3472";"Središče ob Dravi";"2014";"Z";9
"3473";"Središče ob Dravi";"2015";"M";10
"3474";"Središče ob Dravi";"2015";"Z";9
"3475";"Središče ob Dravi";"2016";"M";9
"3476";"Središče ob Dravi";"2016";"Z";8
"3477";"Središče ob Dravi";"2017";"M";16
"3478";"Središče ob Dravi";"2017";"Z";10
"3479";"Središče ob Dravi";"2018";"M";10
"3480";"Središče ob Dravi";"2018";"Z";11
"3481";"Središče ob Dravi";"2019";"M";17
"3482";"Središče ob Dravi";"2019";"Z";9
"3483";"Središče ob Dravi";"2020";"M";9
"3484";"Središče ob Dravi";"2020";"Z";11
"3485";"Starše";"2010";"M";12
"3486";"Starše";"2010";"Z";18
"3487";"Starše";"2011";"M";20
"3488";"Starše";"2011";"Z";16
"3489";"Starše";"2012";"M";20
"3490";"Starše";"2012";"Z";20
"3491";"Starše";"2013";"M";20
"3492";"Starše";"2013";"Z";20
"3493";"Starše";"2014";"M";16
"3494";"Starše";"2014";"Z";19
"3495";"Starše";"2015";"M";19
"3496";"Starše";"2015";"Z";16
"3497";"Starše";"2016";"M";24
"3498";"Starše";"2016";"Z";25
"3499";"Starše";"2017";"M";23
"3500";"Starše";"2017";"Z";13
"3501";"Starše";"2018";"M";21
"3502";"Starše";"2018";"Z";16
"3503";"Starše";"2019";"M";37
"3504";"Starše";"2019";"Z";25
"3505";"Starše";"2020";"M";22
"3506";"Starše";"2020";"Z";17
"3507";"Straža";"2010";"M";18
"3508";"Straža";"2010";"Z";9
"3509";"Straža";"2011";"M";13
"3510";"Straža";"2011";"Z";5
"3511";"Straža";"2012";"M";12
"3512";"Straža";"2012";"Z";12
"3513";"Straža";"2013";"M";15
"3514";"Straža";"2013";"Z";9
"3515";"Straža";"2014";"M";14
"3516";"Straža";"2014";"Z";6
"3517";"Straža";"2015";"M";10
"3518";"Straža";"2015";"Z";11
"3519";"Straža";"2016";"M";14
"3520";"Straža";"2016";"Z";10
"3521";"Straža";"2017";"M";18
"3522";"Straža";"2017";"Z";8
"3523";"Straža";"2018";"M";21
"3524";"Straža";"2018";"Z";17
"3525";"Straža";"2019";"M";12
"3526";"Straža";"2019";"Z";12
"3527";"Straža";"2020";"M";24
"3528";"Straža";"2020";"Z";19
"3529";"Sveta Ana";"2010";"M";11
"3530";"Sveta Ana";"2010";"Z";12
"3531";"Sveta Ana";"2011";"M";11
"3532";"Sveta Ana";"2011";"Z";16
"3533";"Sveta Ana";"2012";"M";10
"3534";"Sveta Ana";"2012";"Z";10
"3535";"Sveta Ana";"2013";"M";12
"3536";"Sveta Ana";"2013";"Z";12
"3537";"Sveta Ana";"2014";"M";10
"3538";"Sveta Ana";"2014";"Z";14
"3539";"Sveta Ana";"2015";"M";12
"3540";"Sveta Ana";"2015";"Z";9
"3541";"Sveta Ana";"2016";"M";13
"3542";"Sveta Ana";"2016";"Z";10
"3543";"Sveta Ana";"2017";"M";18
"3544";"Sveta Ana";"2017";"Z";15
"3545";"Sveta Ana";"2018";"M";17
"3546";"Sveta Ana";"2018";"Z";16
"3547";"Sveta Ana";"2019";"M";9
"3548";"Sveta Ana";"2019";"Z";13
"3549";"Sveta Ana";"2020";"M";10
"3550";"Sveta Ana";"2020";"Z";13
"3551";"Sveta Trojica v Slov. goricah";"2010";"M";12
"3552";"Sveta Trojica v Slov. goricah";"2010";"Z";9
"3553";"Sveta Trojica v Slov. goricah";"2011";"M";11
"3554";"Sveta Trojica v Slov. goricah";"2011";"Z";7
"3555";"Sveta Trojica v Slov. goricah";"2012";"M";8
"3556";"Sveta Trojica v Slov. goricah";"2012";"Z";7
"3557";"Sveta Trojica v Slov. goricah";"2013";"M";11
"3558";"Sveta Trojica v Slov. goricah";"2013";"Z";8
"3559";"Sveta Trojica v Slov. goricah";"2014";"M";13
"3560";"Sveta Trojica v Slov. goricah";"2014";"Z";12
"3561";"Sveta Trojica v Slov. goricah";"2015";"M";10
"3562";"Sveta Trojica v Slov. goricah";"2015";"Z";11
"3563";"Sveta Trojica v Slov. goricah";"2016";"M";9
"3564";"Sveta Trojica v Slov. goricah";"2016";"Z";6
"3565";"Sveta Trojica v Slov. goricah";"2017";"M";6
"3566";"Sveta Trojica v Slov. goricah";"2017";"Z";12
"3567";"Sveta Trojica v Slov. goricah";"2018";"M";12
"3568";"Sveta Trojica v Slov. goricah";"2018";"Z";13
"3569";"Sveta Trojica v Slov. goricah";"2019";"M";6
"3570";"Sveta Trojica v Slov. goricah";"2019";"Z";7
"3571";"Sveta Trojica v Slov. goricah";"2020";"M";10
"3572";"Sveta Trojica v Slov. goricah";"2020";"Z";4
"3573";"Sveti Andraž v Slov. goricah";"2010";"M";8
"3574";"Sveti Andraž v Slov. goricah";"2010";"Z";4
"3575";"Sveti Andraž v Slov. goricah";"2011";"M";5
"3576";"Sveti Andraž v Slov. goricah";"2011";"Z";4
"3577";"Sveti Andraž v Slov. goricah";"2012";"M";9
"3578";"Sveti Andraž v Slov. goricah";"2012";"Z";11
"3579";"Sveti Andraž v Slov. goricah";"2013";"M";3
"3580";"Sveti Andraž v Slov. goricah";"2013";"Z";4
"3581";"Sveti Andraž v Slov. goricah";"2014";"M";0
"3582";"Sveti Andraž v Slov. goricah";"2014";"Z";8
"3583";"Sveti Andraž v Slov. goricah";"2015";"M";5
"3584";"Sveti Andraž v Slov. goricah";"2015";"Z";10
"3585";"Sveti Andraž v Slov. goricah";"2016";"M";5
"3586";"Sveti Andraž v Slov. goricah";"2016";"Z";5
"3587";"Sveti Andraž v Slov. goricah";"2017";"M";8
"3588";"Sveti Andraž v Slov. goricah";"2017";"Z";3
"3589";"Sveti Andraž v Slov. goricah";"2018";"M";5
"3590";"Sveti Andraž v Slov. goricah";"2018";"Z";4
"3591";"Sveti Andraž v Slov. goricah";"2019";"M";4
"3592";"Sveti Andraž v Slov. goricah";"2019";"Z";7
"3593";"Sveti Andraž v Slov. goricah";"2020";"M";2
"3594";"Sveti Andraž v Slov. goricah";"2020";"Z";8
"3595";"Sveti Jurij ob Ščavnici";"2010";"M";23
"3596";"Sveti Jurij ob Ščavnici";"2010";"Z";12
"3597";"Sveti Jurij ob Ščavnici";"2011";"M";18
"3598";"Sveti Jurij ob Ščavnici";"2011";"Z";9
"3599";"Sveti Jurij ob Ščavnici";"2012";"M";14
"3600";"Sveti Jurij ob Ščavnici";"2012";"Z";14
"3601";"Sveti Jurij ob Ščavnici";"2013";"M";9
"3602";"Sveti Jurij ob Ščavnici";"2013";"Z";14
"3603";"Sveti Jurij ob Ščavnici";"2014";"M";15
"3604";"Sveti Jurij ob Ščavnici";"2014";"Z";12
"3605";"Sveti Jurij ob Ščavnici";"2015";"M";16
"3606";"Sveti Jurij ob Ščavnici";"2015";"Z";21
"3607";"Sveti Jurij ob Ščavnici";"2016";"M";24
"3608";"Sveti Jurij ob Ščavnici";"2016";"Z";11
"3609";"Sveti Jurij ob Ščavnici";"2017";"M";10
"3610";"Sveti Jurij ob Ščavnici";"2017";"Z";7
"3611";"Sveti Jurij ob Ščavnici";"2018";"M";16
"3612";"Sveti Jurij ob Ščavnici";"2018";"Z";17
"3613";"Sveti Jurij ob Ščavnici";"2019";"M";18
"3614";"Sveti Jurij ob Ščavnici";"2019";"Z";19
"3615";"Sveti Jurij ob Ščavnici";"2020";"M";20
"3616";"Sveti Jurij ob Ščavnici";"2020";"Z";21
"3617";"Sveti Jurij v Slov. goricah";"2010";"M";7
"3618";"Sveti Jurij v Slov. goricah";"2010";"Z";11
"3619";"Sveti Jurij v Slov. goricah";"2011";"M";6
"3620";"Sveti Jurij v Slov. goricah";"2011";"Z";9
"3621";"Sveti Jurij v Slov. goricah";"2012";"M";3
"3622";"Sveti Jurij v Slov. goricah";"2012";"Z";8
"3623";"Sveti Jurij v Slov. goricah";"2013";"M";10
"3624";"Sveti Jurij v Slov. goricah";"2013";"Z";13
"3625";"Sveti Jurij v Slov. goricah";"2014";"M";9
"3626";"Sveti Jurij v Slov. goricah";"2014";"Z";12
"3627";"Sveti Jurij v Slov. goricah";"2015";"M";10
"3628";"Sveti Jurij v Slov. goricah";"2015";"Z";9
"3629";"Sveti Jurij v Slov. goricah";"2016";"M";7
"3630";"Sveti Jurij v Slov. goricah";"2016";"Z";10
"3631";"Sveti Jurij v Slov. goricah";"2017";"M";8
"3632";"Sveti Jurij v Slov. goricah";"2017";"Z";8
"3633";"Sveti Jurij v Slov. goricah";"2018";"M";8
"3634";"Sveti Jurij v Slov. goricah";"2018";"Z";14
"3635";"Sveti Jurij v Slov. goricah";"2019";"M";11
"3636";"Sveti Jurij v Slov. goricah";"2019";"Z";9
"3637";"Sveti Jurij v Slov. goricah";"2020";"M";13
"3638";"Sveti Jurij v Slov. goricah";"2020";"Z";10
"3639";"Sveti Tomaž";"2010";"M";7
"3640";"Sveti Tomaž";"2010";"Z";12
"3641";"Sveti Tomaž";"2011";"M";11
"3642";"Sveti Tomaž";"2011";"Z";8
"3643";"Sveti Tomaž";"2012";"M";7
"3644";"Sveti Tomaž";"2012";"Z";9
"3645";"Sveti Tomaž";"2013";"M";11
"3646";"Sveti Tomaž";"2013";"Z";13
"3647";"Sveti Tomaž";"2014";"M";12
"3648";"Sveti Tomaž";"2014";"Z";13
"3649";"Sveti Tomaž";"2015";"M";7
"3650";"Sveti Tomaž";"2015";"Z";16
"3651";"Sveti Tomaž";"2016";"M";13
"3652";"Sveti Tomaž";"2016";"Z";11
"3653";"Sveti Tomaž";"2017";"M";9
"3654";"Sveti Tomaž";"2017";"Z";11
"3655";"Sveti Tomaž";"2018";"M";12
"3656";"Sveti Tomaž";"2018";"Z";12
"3657";"Sveti Tomaž";"2019";"M";12
"3658";"Sveti Tomaž";"2019";"Z";7
"3659";"Sveti Tomaž";"2020";"M";13
"3660";"Sveti Tomaž";"2020";"Z";18
"3661";"Šalovci";"2010";"M";11
"3662";"Šalovci";"2010";"Z";15
"3663";"Šalovci";"2011";"M";11
"3664";"Šalovci";"2011";"Z";18
"3665";"Šalovci";"2012";"M";6
"3666";"Šalovci";"2012";"Z";7
"3667";"Šalovci";"2013";"M";13
"3668";"Šalovci";"2013";"Z";17
"3669";"Šalovci";"2014";"M";5
"3670";"Šalovci";"2014";"Z";12
"3671";"Šalovci";"2015";"M";7
"3672";"Šalovci";"2015";"Z";9
"3673";"Šalovci";"2016";"M";8
"3674";"Šalovci";"2016";"Z";10
"3675";"Šalovci";"2017";"M";7
"3676";"Šalovci";"2017";"Z";16
"3677";"Šalovci";"2018";"M";8
"3678";"Šalovci";"2018";"Z";7
"3679";"Šalovci";"2019";"M";10
"3680";"Šalovci";"2019";"Z";6
"3681";"Šalovci";"2020";"M";9
"3682";"Šalovci";"2020";"Z";7
"3683";"Šempeter - Vrtojba";"2010";"M";29
"3684";"Šempeter - Vrtojba";"2010";"Z";23
"3685";"Šempeter - Vrtojba";"2011";"M";20
"3686";"Šempeter - Vrtojba";"2011";"Z";24
"3687";"Šempeter - Vrtojba";"2012";"M";31
"3688";"Šempeter - Vrtojba";"2012";"Z";19
"3689";"Šempeter - Vrtojba";"2013";"M";41
"3690";"Šempeter - Vrtojba";"2013";"Z";16
"3691";"Šempeter - Vrtojba";"2014";"M";19
"3692";"Šempeter - Vrtojba";"2014";"Z";16
"3693";"Šempeter - Vrtojba";"2015";"M";23
"3694";"Šempeter - Vrtojba";"2015";"Z";19
"3695";"Šempeter - Vrtojba";"2016";"M";21
"3696";"Šempeter - Vrtojba";"2016";"Z";15
"3697";"Šempeter - Vrtojba";"2017";"M";21
"3698";"Šempeter - Vrtojba";"2017";"Z";18
"3699";"Šempeter - Vrtojba";"2018";"M";28
"3700";"Šempeter - Vrtojba";"2018";"Z";19
"3701";"Šempeter - Vrtojba";"2019";"M";29
"3702";"Šempeter - Vrtojba";"2019";"Z";22
"3703";"Šempeter - Vrtojba";"2020";"M";37
"3704";"Šempeter - Vrtojba";"2020";"Z";25
"3705";"Šenčur";"2010";"M";31
"3706";"Šenčur";"2010";"Z";19
"3707";"Šenčur";"2011";"M";21
"3708";"Šenčur";"2011";"Z";24
"3709";"Šenčur";"2012";"M";25
"3710";"Šenčur";"2012";"Z";28
"3711";"Šenčur";"2013";"M";25
"3712";"Šenčur";"2013";"Z";24
"3713";"Šenčur";"2014";"M";36
"3714";"Šenčur";"2014";"Z";22
"3715";"Šenčur";"2015";"M";33
"3716";"Šenčur";"2015";"Z";28
"3717";"Šenčur";"2016";"M";27
"3718";"Šenčur";"2016";"Z";29
"3719";"Šenčur";"2017";"M";38
"3720";"Šenčur";"2017";"Z";19
"3721";"Šenčur";"2018";"M";39
"3722";"Šenčur";"2018";"Z";21
"3723";"Šenčur";"2019";"M";32
"3724";"Šenčur";"2019";"Z";19
"3725";"Šenčur";"2020";"M";27
"3726";"Šenčur";"2020";"Z";35
"3727";"Šentilj";"2010";"M";36
"3728";"Šentilj";"2010";"Z";37
"3729";"Šentilj";"2011";"M";50
"3730";"Šentilj";"2011";"Z";27
"3731";"Šentilj";"2012";"M";35
"3732";"Šentilj";"2012";"Z";34
"3733";"Šentilj";"2013";"M";52
"3734";"Šentilj";"2013";"Z";44
"3735";"Šentilj";"2014";"M";25
"3736";"Šentilj";"2014";"Z";32
"3737";"Šentilj";"2015";"M";45
"3738";"Šentilj";"2015";"Z";47
"3739";"Šentilj";"2016";"M";37
"3740";"Šentilj";"2016";"Z";34
"3741";"Šentilj";"2017";"M";53
"3742";"Šentilj";"2017";"Z";41
"3743";"Šentilj";"2018";"M";48
"3744";"Šentilj";"2018";"Z";37
"3745";"Šentilj";"2019";"M";35
"3746";"Šentilj";"2019";"Z";36
"3747";"Šentilj";"2020";"M";51
"3748";"Šentilj";"2020";"Z";42
"3749";"Šentjernej";"2010";"M";22
"3750";"Šentjernej";"2010";"Z";16
"3751";"Šentjernej";"2011";"M";29
"3752";"Šentjernej";"2011";"Z";22
"3753";"Šentjernej";"2012";"M";29
"3754";"Šentjernej";"2012";"Z";21
"3755";"Šentjernej";"2013";"M";19
"3756";"Šentjernej";"2013";"Z";18
"3757";"Šentjernej";"2014";"M";28
"3758";"Šentjernej";"2014";"Z";20
"3759";"Šentjernej";"2015";"M";33
"3760";"Šentjernej";"2015";"Z";27
"3761";"Šentjernej";"2016";"M";37
"3762";"Šentjernej";"2016";"Z";24
"3763";"Šentjernej";"2017";"M";32
"3764";"Šentjernej";"2017";"Z";24
"3765";"Šentjernej";"2018";"M";34
"3766";"Šentjernej";"2018";"Z";26
"3767";"Šentjernej";"2019";"M";29
"3768";"Šentjernej";"2019";"Z";28
"3769";"Šentjernej";"2020";"M";44
"3770";"Šentjernej";"2020";"Z";27
"3771";"Šentjur";"2010";"M";83
"3772";"Šentjur";"2010";"Z";66
"3773";"Šentjur";"2011";"M";82
"3774";"Šentjur";"2011";"Z";96
"3775";"Šentjur";"2012";"M";98
"3776";"Šentjur";"2012";"Z";105
"3777";"Šentjur";"2013";"M";77
"3778";"Šentjur";"2013";"Z";99
"3779";"Šentjur";"2014";"M";80
"3780";"Šentjur";"2014";"Z";85
"3781";"Šentjur";"2015";"M";92
"3782";"Šentjur";"2015";"Z";73
"3783";"Šentjur";"2016";"M";81
"3784";"Šentjur";"2016";"Z";84
"3785";"Šentjur";"2017";"M";76
"3786";"Šentjur";"2017";"Z";93
"3787";"Šentjur";"2018";"M";79
"3788";"Šentjur";"2018";"Z";81
"3789";"Šentjur";"2019";"M";91
"3790";"Šentjur";"2019";"Z";75
"3791";"Šentjur";"2020";"M";90
"3792";"Šentjur";"2020";"Z";98
"3793";"Šentrupert";"2010";"M";14
"3794";"Šentrupert";"2010";"Z";10
"3795";"Šentrupert";"2011";"M";17
"3796";"Šentrupert";"2011";"Z";7
"3797";"Šentrupert";"2012";"M";13
"3798";"Šentrupert";"2012";"Z";17
"3799";"Šentrupert";"2013";"M";16
"3800";"Šentrupert";"2013";"Z";21
"3801";"Šentrupert";"2014";"M";21
"3802";"Šentrupert";"2014";"Z";12
"3803";"Šentrupert";"2015";"M";12
"3804";"Šentrupert";"2015";"Z";6
"3805";"Šentrupert";"2016";"M";7
"3806";"Šentrupert";"2016";"Z";10
"3807";"Šentrupert";"2017";"M";15
"3808";"Šentrupert";"2017";"Z";10
"3809";"Šentrupert";"2018";"M";13
"3810";"Šentrupert";"2018";"Z";12
"3811";"Šentrupert";"2019";"M";11
"3812";"Šentrupert";"2019";"Z";9
"3813";"Šentrupert";"2020";"M";17
"3814";"Šentrupert";"2020";"Z";7
"3815";"Škocjan";"2010";"M";15
"3816";"Škocjan";"2010";"Z";14
"3817";"Škocjan";"2011";"M";18
"3818";"Škocjan";"2011";"Z";13
"3819";"Škocjan";"2012";"M";19
"3820";"Škocjan";"2012";"Z";9
"3821";"Škocjan";"2013";"M";16
"3822";"Škocjan";"2013";"Z";23
"3823";"Škocjan";"2014";"M";11
"3824";"Škocjan";"2014";"Z";13
"3825";"Škocjan";"2015";"M";15
"3826";"Škocjan";"2015";"Z";6
"3827";"Škocjan";"2016";"M";7
"3828";"Škocjan";"2016";"Z";18
"3829";"Škocjan";"2017";"M";18
"3830";"Škocjan";"2017";"Z";19
"3831";"Škocjan";"2018";"M";17
"3832";"Škocjan";"2018";"Z";8
"3833";"Škocjan";"2019";"M";14
"3834";"Škocjan";"2019";"Z";9
"3835";"Škocjan";"2020";"M";19
"3836";"Škocjan";"2020";"Z";9
"3837";"Škofja Loka";"2010";"M";92
"3838";"Škofja Loka";"2010";"Z";76
"3839";"Škofja Loka";"2011";"M";98
"3840";"Škofja Loka";"2011";"Z";84
"3841";"Škofja Loka";"2012";"M";80
"3842";"Škofja Loka";"2012";"Z";91
"3843";"Škofja Loka";"2013";"M";89
"3844";"Škofja Loka";"2013";"Z";98
"3845";"Škofja Loka";"2014";"M";89
"3846";"Škofja Loka";"2014";"Z";99
"3847";"Škofja Loka";"2015";"M";97
"3848";"Škofja Loka";"2015";"Z";111
"3849";"Škofja Loka";"2016";"M";81
"3850";"Škofja Loka";"2016";"Z";94
"3851";"Škofja Loka";"2017";"M";105
"3852";"Škofja Loka";"2017";"Z";104
"3853";"Škofja Loka";"2018";"M";92
"3854";"Škofja Loka";"2018";"Z";95
"3855";"Škofja Loka";"2019";"M";94
"3856";"Škofja Loka";"2019";"Z";110
"3857";"Škofja Loka";"2020";"M";110
"3858";"Škofja Loka";"2020";"Z";130
"3859";"Škofljica";"2010";"M";27
"3860";"Škofljica";"2010";"Z";17
"3861";"Škofljica";"2011";"M";28
"3862";"Škofljica";"2011";"Z";25
"3863";"Škofljica";"2012";"M";27
"3864";"Škofljica";"2012";"Z";21
"3865";"Škofljica";"2013";"M";27
"3866";"Škofljica";"2013";"Z";27
"3867";"Škofljica";"2014";"M";28
"3868";"Škofljica";"2014";"Z";22
"3869";"Škofljica";"2015";"M";30
"3870";"Škofljica";"2015";"Z";26
"3871";"Škofljica";"2016";"M";47
"3872";"Škofljica";"2016";"Z";43
"3873";"Škofljica";"2017";"M";53
"3874";"Škofljica";"2017";"Z";54
"3875";"Škofljica";"2018";"M";47
"3876";"Škofljica";"2018";"Z";52
"3877";"Škofljica";"2019";"M";46
"3878";"Škofljica";"2019";"Z";41
"3879";"Škofljica";"2020";"M";54
"3880";"Škofljica";"2020";"Z";62
"3881";"Šmarje pri Jelšah";"2010";"M";63
"3882";"Šmarje pri Jelšah";"2010";"Z";74
"3883";"Šmarje pri Jelšah";"2011";"M";42
"3884";"Šmarje pri Jelšah";"2011";"Z";64
"3885";"Šmarje pri Jelšah";"2012";"M";55
"3886";"Šmarje pri Jelšah";"2012";"Z";62
"3887";"Šmarje pri Jelšah";"2013";"M";58
"3888";"Šmarje pri Jelšah";"2013";"Z";86
"3889";"Šmarje pri Jelšah";"2014";"M";50
"3890";"Šmarje pri Jelšah";"2014";"Z";65
"3891";"Šmarje pri Jelšah";"2015";"M";51
"3892";"Šmarje pri Jelšah";"2015";"Z";80
"3893";"Šmarje pri Jelšah";"2016";"M";60
"3894";"Šmarje pri Jelšah";"2016";"Z";51
"3895";"Šmarje pri Jelšah";"2017";"M";70
"3896";"Šmarje pri Jelšah";"2017";"Z";60
"3897";"Šmarje pri Jelšah";"2018";"M";55
"3898";"Šmarje pri Jelšah";"2018";"Z";66
"3899";"Šmarje pri Jelšah";"2019";"M";46
"3900";"Šmarje pri Jelšah";"2019";"Z";81
"3901";"Šmarje pri Jelšah";"2020";"M";82
"3902";"Šmarje pri Jelšah";"2020";"Z";93
"3903";"Šmarješke Toplice";"2010";"M";16
"3904";"Šmarješke Toplice";"2010";"Z";29
"3905";"Šmarješke Toplice";"2011";"M";14
"3906";"Šmarješke Toplice";"2011";"Z";18
"3907";"Šmarješke Toplice";"2012";"M";16
"3908";"Šmarješke Toplice";"2012";"Z";11
"3909";"Šmarješke Toplice";"2013";"M";14
"3910";"Šmarješke Toplice";"2013";"Z";26
"3911";"Šmarješke Toplice";"2014";"M";19
"3912";"Šmarješke Toplice";"2014";"Z";20
"3913";"Šmarješke Toplice";"2015";"M";15
"3914";"Šmarješke Toplice";"2015";"Z";23
"3915";"Šmarješke Toplice";"2016";"M";12
"3916";"Šmarješke Toplice";"2016";"Z";31
"3917";"Šmarješke Toplice";"2017";"M";11
